"musicbrainz_recording_id","artist","track","album","musicbrainz_artist","final_tags"
"53dcd2ff-82aa-4843-9c93-5dca82e8f0fb",Harry Styles,To Be So Lonely,Fine Line,Harry Styles,"[""rock-metal-psychedelic"", ""pop""]"
"5490362f-628c-48cb-854a-1ca6be69dbb8",Miley Cyrus,Violet Chemistry,Endless Summer Vacation,Miley Cyrus,"[""pop"", ""rock-metal-psychedelic"", ""electronic-funk-disco-dance""]"
"5498f4ea-0dcb-4416-a959-a5b8a6ceaa7b",Radiohead,Bodysnatchers,In Rainbows,Radiohead,"[""rock-metal-psychedelic""]"
"55013d2a-a8d1-407f-8395-d880b9fc7216",Justin Bieber,Lonely,Justice,Justin Bieber,"[""others""]"
"5534f2f4-5976-4f7e-b588-ab71b95baad2",Beyoncé,Sorry,Lemonade,Beyoncé,"[""blues-r&b-soul"", ""hip_hop-rap"", ""pop""]"
"55d8d929-fa13-4550-ae64-4954747ec6c1",Demi Lovato,Fix a Heart,Unbroken,Demi Lovato,"[""pop""]"
"55e84dc5-77a7-43d2-ba66-f1d62d7fbe4d",The Beatles,Baby It's You,Please Please Me,The Beatles,"[""rock-metal-psychedelic""]"
"56679f87-8754-46cd-9560-e7544b27706f",Camila Cabello,Bad Kind of Butterflies,Romance,Camila Cabello,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"56f40e0b-ea11-4c4a-a30e-6e8e84ae9d11",Justin Bieber,Love You Different,Justice,Justin Bieber,"[""others""]"
"57ad3f32-ff0c-48ce-b245-ccb9e33df289",Demi Lovato,Lightweight,Unbroken,Demi Lovato,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"57fb0875-01a2-4122-ac0f-2792c009109f",Dr. Dre,Ed-Ucation,"2001",Dr. Dre,"[""hip_hop-rap""]"
"5800b091-57cb-49b4-9d55-dd68cc9e9126",Shawn Mendes,Mercy,Illuminate,Shawn Mendes,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"58159329-6b14-48c1-a564-0d9938006c6a",Shawn Mendes,Honest,Illuminate,Shawn Mendes,"[""rock-metal-psychedelic""]"
"03962935-7001-42c2-82a9-014422844f6b",Rihanna,Goodnight Gotham,Anti,Rihanna,"[""hip_hop-rap"", ""electronic-funk-disco-dance""]"
c1f05bc1-772b-43d7-b6bc-7a3073ece105,ONEWE,Crazy good,GRAVITY,ONEWE,"[""others""]"
"5838a733-d8a5-466a-8b42-c561c5f5c2d1",Luke Bryan,Where Are We Goin',Born Here Live Here Die Here,Luke Bryan,"[""others""]"
"586d7dbb-3851-41ba-967e-6a1ef6097971",Dr. Dre,Stranded on Death Row,The Chronic,Dr. Dre,"[""hip_hop-rap""]"
"586ec6b1-0725-4825-84ec-54f0e9dd3855",Frank Ocean,Crack Rock,channel ORANGE,Frank Ocean,"[""blues-r&b-soul"", ""electronic-funk-disco-dance""]"
"589a17b5-eff0-4c5e-a0ba-dbe765060a41",Beyoncé,"16 CARRIAGES",COWBOY CARTER,Beyoncé,"[""folk-classical-country-jazz"", ""blues-r&b-soul""]"
"58ad151b-889e-49ed-9ea7-7ede75df0b6c",Kendrick Lamar,How Much a Dollar Cost,To Pimp a Butterfly,Kendrick Lamar,"[""hip_hop-rap""]"
"58b05c3d-e1cd-4dbe-bd70-7ae9938feb02",Taylor Swift,State of Grace,Red,Taylor Swift,"[""pop"", ""rock-metal-psychedelic"", ""folk-classical-country-jazz"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
f7c3df38-7f00-4aed-ac87-41b11712aa8b,Dr. Dre,Lil' Ghetto Boy,The Chronic,Dr. Dre,"[""hip_hop-rap""]"
"591cd20b-d903-4e32-97b5-1ec8519a8ac3",Lana Del Rey,Million Dollar Man,Born to Die,Lana Del Rey,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"5942807a-6e27-4d59-906f-d2bd979c31af",Harry Styles,Two Ghosts,Harry Styles,Harry Styles,"[""rock-metal-psychedelic""]"
"594319f2-6afe-46b2-bfe5-8bcc4a0daf31",One Direction,What a Feeling,Made in the A.M.,One Direction,"[""pop"", ""folk-classical-country-jazz""]"
"595e3fb6-df77-433c-980f-561c59f37737","50 Cent",A Baltimore Love Thing,The Massacre,"50 Cent","[""hip_hop-rap""]"
"59997002-bd58-480b-adfc-49681677e764",Kanye West,School Spirit Skit 2,The College Dropout,Ye,"[""hip_hop-rap""]"
"59e48969-28f6-402b-8c59-5f48a7ddf994",Maroon 5,Fortune Teller,Overexposed,Maroon 5,"[""pop"", ""rock-metal-psychedelic""]"
"5a2a0aa8-8261-4c2c-b3c2-ebb7318490f5",Dr. Dre,What's the Difference,"2001",Dr. Dre,"[""hip_hop-rap""]"
"5b49203b-7479-4db6-8aef-3242a8dadab4",Luke Bryan,Dirt Road Diary,Crash My Party,Luke Bryan,"[""folk-classical-country-jazz""]"
"5b4b46e5-0f51-4985-9411-a41d723af72a",Taylor Swift,Labyrinth,Midnights,Taylor Swift,"[""others""]"
"5ca3a3f9-0622-472a-8220-17a9018d496d",Dua Lipa,Break My Heart,Future Nostalgia,Dua Lipa,"[""electronic-funk-disco-dance"", ""pop""]"
"5cb109e0-0b46-4b0a-b0af-d31ea1ecd2f4",The Beatles,Misery,Please Please Me,The Beatles,"[""rock-metal-psychedelic""]"
"5f2a2848-ff23-4628-bef1-ebe92173311d",Harry Styles,Sweet Creature,Harry Styles,Harry Styles,"[""rock-metal-psychedelic""]"
"5f64b289-2e47-4124-9576-7499af138740",Taylor Swift,Everything Has Changed,Red,Taylor Swift,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"5f6e8ab0-a0c5-41df-af90-fef5444641ed",Justin Bieber,Off My Face,Justice,Justin Bieber,"[""hip_hop-rap"", ""blues-r&b-soul""]"
"5f9a4229-b7aa-4e07-94a2-e033bc56c74d",Kacey Musgraves,Butterflies,Golden Hour,Kacey Musgraves,"[""folk-classical-country-jazz"", ""rock-metal-psychedelic"", ""pop"", ""electronic-funk-disco-dance""]"
"5fa48464-9ccd-4976-b432-12c8faf9f151",Travis Scott,GOD'S COUNTRY,UTOPIA,Travis Scott,"[""hip_hop-rap""]"
"5fb534a4-11a6-4a8d-bafc-431d0bb8de69",Travis Scott,STARGAZING,ASTROWORLD,Travis Scott,"[""hip_hop-rap""]"
"6046b467-3124-4475-9a93-5c8a013a663b",Chris Stapleton,Was It 26,Traveller,Chris Stapleton,"[""folk-classical-country-jazz""]"
"606f75ef-0ddb-4849-b377-0952749b4319",Sabrina Carpenter,Mona Lisa,Singular Act I,Sabrina Carpenter,"[""pop"", ""electronic-funk-disco-dance"", ""blues-r&b-soul"", ""opera-musical-theater-soundtrack-vocal-a_cappella"", ""hip_hop-rap""]"
"6091567f-dde7-4b8c-b57f-623adad84171",Dua Lipa,Illusion,Radical Optimism,Dua Lipa,"[""pop"", ""electronic-funk-disco-dance""]"
"60e29f66-7e07-4a14-8024-2810ce3010f5",Camila Cabello,Shameless,Romance,Camila Cabello,"[""pop"", ""electronic-funk-disco-dance""]"
"60fbd503-e4b4-40ca-bc49-5f23e2b1d0c5",Beyoncé,YA YA,COWBOY CARTER,Beyoncé,"[""rock-metal-psychedelic"", ""blues-r&b-soul""]"
"612722ac-f74e-4c19-bee8-f9c7ddec369e",Ariana Grande,the boy is mine,eternal sunshine,Ariana Grande,"[""pop"", ""blues-r&b-soul"", ""hip_hop-rap""]"
"6150ada5-8087-47a4-b5d9-f133128559e2",Taylor Swift,"You're on Your Own, Kid",Midnights,Taylor Swift,"[""others""]"
"6174397e-7615-4f81-9d5f-7bf1977d6780",Taylor Swift,Maroon,Midnights,Taylor Swift,"[""pop""]"
"6181ecd2-f6cc-4c84-a3e1-2fa69d292bef",Maroon 5,The Sun,Songs About Jane,Maroon 5,"[""rock-metal-psychedelic"", ""pop""]"
"618d8ee6-6b7a-432e-a302-ecb8cc7001be",Lana Del Rey,Fuck it I love you,Norman Fucking Rockwell!,Lana Del Rey,"[""pop""]"
"618eda96-d58d-4b09-ad35-cce0bc5f6c8d",SZA,Love Language,SOS,SZA,"[""blues-r&b-soul""]"
"078af7df-cea9-4720-8a06-46d908a3b50b",Peter Cat Recording Co.,Shit I'm Dreaming,Bismillah,Peter Cat Recording Co.,"[""others""]"
"042c0b8c-479b-4d21-a05e-5d7c32d46149",AC/DC,Shot Down in Flames,Highway to Hell,AC/DC,"[""rock-metal-psychedelic""]"
"04484bf3-6617-4a99-ae67-f15a440fcd6c","50 Cent",U Not Like Me,Get Rich or Die Tryin’,"50 Cent","[""hip_hop-rap""]"
c8a16393-d8cf-4ad1-94a1-e3d9d80fec89,Shawn Mendes,Like to Be You,Shawn Mendes,Shawn Mendes,"[""others""]"
"61a7ad89-19da-4e5e-a398-5dbec457de44",Demi Lovato,Father,Confident,Demi Lovato,"[""pop"", ""blues-r&b-soul"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"67deffb8-e3f1-4cb5-b2a9-841fe5fba4b9",Tdf,Bankroll,CULTURE,tdf,"[""others""]"
"34cfe870-aab4-418c-82fa-46761bdd48e0",Tdf,Stamped,CULTURE,tdf,"[""others""]"
"13c5ba92-c6dd-4c8c-88ae-5810626edd6a",Tdf,Yo Lane,CULTURE,tdf,"[""others""]"
"61bab1e9-dab1-4162-a205-98aee62b9ebe",Beyoncé,ENERGY,RENAISSANCE,Beyoncé,"[""electronic-funk-disco-dance"", ""pop""]"
"045ccc99-34d4-4c23-90a9-1c16101e86bb",The Beatles,I Should Have Known Better,A Hard Day's Night,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
"77076da4-a238-426a-aa37-407d9b2364c7",Tdf,Bands Gone,CULTURE,tdf,"[""others""]"
"61bf99e0-fe96-4a08-8336-c9b1763664fa",Taylor Swift,You Belong with Me,Fearless,Taylor Swift,"[""folk-classical-country-jazz"", ""pop""]"
"949a1f92-5fca-4b2f-b2c8-5bbb96e03f58",ONEWE,Logo,GRAVITY,ONEWE,"[""others""]"
"61e9d086-e9fb-4b32-8984-03eaaf0c9fbf",Lady Gaga,Garden of Eden,MAYHEM,Lady Gaga,"[""pop""]"
"635445df-b650-4ce0-b9eb-8157d64d7b3c",The Beatles,A Hard Day's Night,A Hard Day's Night,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
"635ca7c5-1ef5-4acf-894f-aa6d6eda4e6b",ONEWE,Rain To Be,GRAVITY,ONEWE,"[""pop""]"
"63f56993-f065-4ae2-958c-41781b7e68e8",Kanye West,The New Workout Plan,The College Dropout,Ye,"[""hip_hop-rap""]"
"63f73ffd-1e2e-4ba7-ae47-5a65ba649f16",Dua Lipa,Boys Will Be Boys,Future Nostalgia,Dua Lipa,"[""pop"", ""electronic-funk-disco-dance""]"
"4cfd4969-ead8-4e74-8658-a1852c7e223e",Tdf,Out of Kontrol/Paparazzi,CULTURE,tdf,"[""others""]"
"6413e485-0a47-45c1-a725-6112ac41dd19",Lady Gaga,"911",Chromatica,Lady Gaga,"[""pop"", ""electronic-funk-disco-dance""]"
"64656e84-b875-4a56-a60c-fe251580ac53",Maroon 5,One More Night,Overexposed,Maroon 5,"[""pop"", ""rock-metal-psychedelic""]"
"801cf623-ad56-4de8-a414-ba397f58c03e",Tdf,Been Too Long,CULTURE,tdf,"[""others""]"
"649b6d16-68af-4bb5-9da9-3819758a01dc",Rihanna,Close to You,Anti,Rihanna,"[""blues-r&b-soul""]"
"649defd2-4e14-4f25-87f7-5a4538ec49a1",Taylor Swift,Fearless,Fearless,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"650faea4-5670-4523-b6bd-74aa478963a2",SZA,Special,SOS,SZA,"[""blues-r&b-soul"", ""pop""]"
"652df3cc-fcdc-4fb3-8fcf-60ee8cb938fc",Ariana Grande,Knew Better / Forever Boy,Dangerous Woman,Ariana Grande,"[""pop"", ""blues-r&b-soul""]"
"65893916-eec4-49b5-82a3-7f7c4f384bc8",Justin Bieber,E.T.A.,Changes,Justin Bieber,"[""blues-r&b-soul""]"
"65a610fa-013d-42ae-a79c-45e6edb47d2b",Camila Cabello,First Man,Romance,Camila Cabello,"[""pop"", ""blues-r&b-soul""]"
"6620dd4c-b4fc-434d-944e-8c040eea12cf",Camila Cabello,Inside Out,Camila,Camila Cabello,"[""pop"", ""electronic-funk-disco-dance"", ""blues-r&b-soul""]"
"663cb810-fbdd-4968-a40c-7dbfe0b56ad0",Lana Del Rey,National Anthem,Born to Die,Lana Del Rey,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"664b4a64-737d-421b-a100-ac2bdf72e306",Justin Bieber,Deserve You,Justice,Justin Bieber,"[""hip_hop-rap"", ""blues-r&b-soul""]"
"6674b588-c9ed-4217-b218-ed22912f925a",Luke Bryan,Born Here Live Here Die Here,Born Here Live Here Die Here,Luke Bryan,"[""folk-classical-country-jazz""]"
"668370e5-b196-4314-aff6-7a2d05b61958",Taylor Swift,Never Grow Up,Speak Now,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"66f63c6a-bedf-49d6-975b-9daa771db1b5",Demi Lovato,Who's That Boy,Unbroken,Demi Lovato,"[""opera-musical-theater-soundtrack-vocal-a_cappella"", ""electronic-funk-disco-dance""]"
"672cfc24-0912-46b1-ac26-c7525af9b4f1",Kendrick Lamar,u,To Pimp a Butterfly,Kendrick Lamar,"[""hip_hop-rap""]"
"67d1be6e-1549-4946-993b-a0ca0f1777bf",Beyoncé,CUFF IT,RENAISSANCE,Beyoncé,"[""electronic-funk-disco-dance"", ""pop""]"
"67d6d450-f0bd-4427-94ed-df55ecaa735c",Lady Gaga,Chromatica I,Chromatica,Lady Gaga,"[""folk-classical-country-jazz"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"680a297b-1716-4c82-b60a-8a84bd628719",Taylor Swift,I Almost Do,Red,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"6816b481-b175-4f9c-a213-c98d9f54f6cd",Luke Bryan,For a Boat,Born Here Live Here Die Here,Luke Bryan,"[""electronic-funk-disco-dance""]"
"689c4007-3bb4-4027-989e-2dc924709b35",Lady Gaga,Rain on Me,Chromatica,Lady Gaga,"[""electronic-funk-disco-dance"", ""pop""]"
"6902935b-2b43-4630-aa2f-f1ce4ed7dfef",Demi Lovato,Confident,Confident,Demi Lovato,"[""pop""]"
"6907cac8-36be-41f6-a0b5-0201a5006243",Luke Bryan,Too Drunk to Drive,Born Here Live Here Die Here,Luke Bryan,"[""folk-classical-country-jazz""]"
"692be86a-5f58-41e4-913f-bfe071152644",Lady Gaga,Enigma,Chromatica,Lady Gaga,"[""pop"", ""electronic-funk-disco-dance""]"
"69425dd3-9525-4e12-9784-2ee34ae05ca0",One Direction,End of the Day,Made in the A.M.,One Direction,"[""pop""]"
"6955facc-b1ad-4217-87bf-6fb1d21ae3f5",Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),Plastic Hearts,Miley Cyrus,"[""rock-metal-psychedelic"", ""pop""]"
"69920139-d198-407c-8da1-8a932b494ed1",Radiohead,"15 Step",In Rainbows,Radiohead,"[""rock-metal-psychedelic""]"
"69b4f477-f973-4bc3-bc2e-4df15f8925f3",SZA,Gone Girl,SOS,SZA,"[""blues-r&b-soul""]"
"6a0e1c88-be2a-4d9d-ba84-b956ba9ac509",Travis Scott,NC-17,ASTROWORLD,Travis Scott,"[""hip_hop-rap""]"
"6a30eb5e-c9d7-4704-8f42-b7898f6c96ec",Taylor Swift,Karma,Midnights,Taylor Swift,"[""pop""]"
"6a4341a3-aff8-4e1e-b4cf-c5a60b346eb9",Chris Stapleton,Without Your Love,From A Room: Volume 1,Chris Stapleton,"[""others""]"
"6a627e6d-26a4-463d-935d-86bee45a27cd",Dua Lipa,Good in Bed,Future Nostalgia,Dua Lipa,"[""pop"", ""electronic-funk-disco-dance""]"
"6ade8d7b-0206-4835-90a8-52e3cf197f0f",Madison Beer,King Of Everything,Silence Between Songs,Madison Beer,"[""pop""]"
"6af5634a-598a-4bba-823a-1b87092f594b",SZA,Nobody Gets Me,SOS,SZA,"[""folk-classical-country-jazz"", ""pop""]"
"6b56648c-7db3-493c-9cbb-17ae4ed78b91",Ariana Grande,imperfect for you,eternal sunshine,Ariana Grande,"[""pop""]"
"6bc22daa-6f4d-405e-92a1-a4c4b207a9a5",Madison Beer,Selfish,Life Support,Madison Beer,"[""pop"", ""blues-r&b-soul"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"6bf39012-116e-458c-91ff-4b81571f125c",Travis Scott,FE!N,UTOPIA,Travis Scott,"[""hip_hop-rap"", ""electronic-funk-disco-dance""]"
"6cbcea9d-7dd6-4f8e-9667-d8cc31731c81",Kanye West,My Way Home,Late Registration,Ye,"[""hip_hop-rap""]"
"6cd11b1a-a42d-4b6e-b348-b710d3e51647",The Beatles,Getting Better,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,"[""rock-metal-psychedelic""]"
"6cf20e9f-a788-4291-90a0-ffd8ffc9bf60",Kendrick Lamar,DNA,DAMN.,Kendrick Lamar,"[""hip_hop-rap""]"
"6cf2ac53-82d4-4c6d-94ca-083cfd23db6d",SZA,Snooze,SOS,SZA,"[""blues-r&b-soul"", ""electronic-funk-disco-dance""]"
"6d1a627a-05e1-4696-b3d2-c5575f45d72b",Sabrina Carpenter,Sue Me,Singular Act I,Sabrina Carpenter,"[""pop"", ""electronic-funk-disco-dance"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"6d4aacc8-39b1-469e-b043-4f1d2e58be40",Madison Beer,Sour Times,Life Support,Madison Beer,"[""electronic-funk-disco-dance"", ""rock-metal-psychedelic""]"
"04d36ad3-0f1d-4aca-af5e-16e5fa8dbdcd",Travis Scott,STOP TRYING TO BE GOD,ASTROWORLD,Travis Scott,"[""hip_hop-rap"", ""rock-metal-psychedelic"", ""blues-r&b-soul""]"
"04e0270b-16c8-44ba-a7fe-dc27ec6a86c4",Radiohead,Let Down,OK Computer,Radiohead,"[""rock-metal-psychedelic""]"
"6d614346-d93d-4e35-ad8f-7a2ca2300f06",Rihanna,Pour It Up,Unapologetic,Rihanna,"[""pop"", ""blues-r&b-soul"", ""hip_hop-rap""]"
"6db14bb7-e111-43e1-9777-0108d47163e5",Beyoncé,ALIEN SUPERSTAR,RENAISSANCE,Beyoncé,"[""electronic-funk-disco-dance"", ""pop""]"
"6e155f3e-4872-4b70-9584-ffbc455c25cb",SZA,"20 Something",Ctrl,SZA,"[""blues-r&b-soul"", ""folk-classical-country-jazz""]"
"6eab1918-39c9-44cc-b59b-eaed8efeba18",Ariana Grande,Moonlight,Dangerous Woman,Ariana Grande,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"6eea28fb-4ffd-466a-a4c3-ea766f4b95f5",Radiohead,Videotape,In Rainbows,Radiohead,"[""rock-metal-psychedelic""]"
f80ae229-1b31-432a-bcec-aa810ef116dc,Shawn Mendes,Youth,Shawn Mendes,Shawn Mendes,"[""others""]"
"6f2b4662-6801-43a3-b729-eadbd5e3548f",Taylor Swift,Holy Ground,Red,Taylor Swift,"[""folk-classical-country-jazz"", ""pop"", ""rock-metal-psychedelic"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"6f3331bc-23ae-423d-9c3b-c754eeda2c07",Taylor Swift,Begin Again,Red,Taylor Swift,"[""folk-classical-country-jazz"", ""pop""]"
"6f390fd7-6806-4d0c-aa34-7b748b7a099e",Frank Ocean,Godspeed,Blonde,Frank Ocean,"[""blues-r&b-soul""]"
"6f8beb66-ba91-45b3-9019-2d36cff68e7b",One Direction,Steal My Girl,FOUR,One Direction,"[""pop""]"
"6ff8a258-7649-4f36-bdf4-5bc990ed5d44",Harry Styles,Only Angel,Harry Styles,Harry Styles,"[""rock-metal-psychedelic"", ""pop""]"
"708f78f9-8f61-48bc-b142-d439fbcd57e3",Rihanna,"Yeah, I Said It",Anti,Rihanna,"[""blues-r&b-soul""]"
"70abe545-4947-4882-accb-45401b1b8ace",Shawn Mendes,Why,Shawn Mendes,Shawn Mendes,"[""pop""]"
"41acfb06-fc8a-4301-b8f2-5247ed2b1f52",Tdf,Used To Be,CULTURE,tdf,"[""others""]"
"711e1144-cc8f-40c4-969e-9b2a54e38284",Lana Del Rey,Video Games,Born to Die,Lana Del Rey,"[""opera-musical-theater-soundtrack-vocal-a_cappella"", ""pop""]"
"714e1bd2-8bb2-44c0-9062-6ef233c76582",Camila Cabello,This Love,Romance,Camila Cabello,"[""pop"", ""blues-r&b-soul""]"
"718bf401-894e-4632-b232-db1c9979ba07",Shawn Mendes,Fallin' All in You,Shawn Mendes,Shawn Mendes,"[""pop""]"
"71fad11e-2f58-41e3-916f-1aff015d2985",Dr. Dre,Deeez Nuuuts,The Chronic,Dr. Dre,"[""hip_hop-rap""]"
"7203c23a-5f31-4847-a50e-8a67bb26b43b",Ariana Grande,"7 rings","thank u, next",Ariana Grande,"[""hip_hop-rap"", ""pop"", ""blues-r&b-soul""]"
"726b5875-2297-44c8-bf1f-f76de3043b4c",Sabrina Carpenter,Please Please Please,Short n' Sweet,Sabrina Carpenter,"[""pop"", ""opera-musical-theater-soundtrack-vocal-a_cappella"", ""rock-metal-psychedelic""]"
"72d17fc2-f18c-4dfb-9e91-24b36375a985",SZA,Good Days,SOS,SZA,"[""blues-r&b-soul""]"
"73217ad3-9e07-488e-b185-86bb376cdb07",Camila Cabello,Cry for Me,Romance,Camila Cabello,"[""pop""]"
"7362fccc-b012-4541-9792-9f359c1881a0",Travis Scott,MODERN JAM,UTOPIA,Travis Scott,"[""electronic-funk-disco-dance""]"
"73870a9b-6ef5-4b29-ba65-fab85e6f3482",One Direction,Drag Me Down,Made in the A.M.,One Direction,"[""pop""]"
"04e92e7e-2308-4d08-998b-7dcb6bc37612",Harry Styles,Ever Since New York,Harry Styles,Harry Styles,"[""rock-metal-psychedelic"", ""pop""]"
"04f7ed5b-bfbc-4b75-860e-792a0aa84fe7","50 Cent",Wanksta,Get Rich or Die Tryin’,"50 Cent","[""hip_hop-rap""]"
"6181d69e-7f3a-4432-8e6a-b0b34c197637",Tdf,Attached,CULTURE,tdf,"[""others""]"
"73ffe59f-7e0d-4974-885c-a0d293a75fd9",Madison Beer,Spinnin,Silence Between Songs,Madison Beer,"[""pop"", ""rock-metal-psychedelic""]"
"74753fcd-f595-4d1f-bee2-67f69e2a0ff1",Kacey Musgraves,Space Cowboy,Golden Hour,Kacey Musgraves,"[""folk-classical-country-jazz"", ""pop"", ""rock-metal-psychedelic""]"
"82ed0a67-71da-49a1-be5e-f7336ef3e227",Justin Bieber,Hold On,Justice,Justin Bieber,"[""pop""]"
"74918f07-b458-4d51-adb7-e13a9032ffc4",Radiohead,Climbing Up the Walls,OK Computer,Radiohead,"[""rock-metal-psychedelic""]"
"74d0ea6f-fb78-4dc9-a409-04472040707b",Radiohead,Faust Arp,In Rainbows,Radiohead,"[""rock-metal-psychedelic""]"
"75db0237-0fd0-419e-980d-c68851f5b913",Justin Bieber,All Around Me,Changes,Justin Bieber,"[""blues-r&b-soul"", ""hip_hop-rap"", ""pop""]"
"938cc121-99c3-4453-af04-c85487dd045c",Dr. Dre,Big Ego's,"2001",Dr. Dre,"[""hip_hop-rap""]"
"75e81bbe-60b8-49d0-946f-b351b65e44db","50 Cent",Poor Lil Rich,Get Rich or Die Tryin’,"50 Cent","[""hip_hop-rap""]"
"765bfecf-760a-4ad5-adb4-c89537501554",Dua Lipa,Pretty Please,Future Nostalgia,Dua Lipa,"[""electronic-funk-disco-dance"", ""pop""]"
"0501d394-60d9-4d55-8415-ce420dad9b54",Radiohead,The National Anthem,Kid A,Radiohead,"[""rock-metal-psychedelic"", ""electronic-funk-disco-dance""]"
"76b56f0d-0d7b-468e-923e-a68ef350649b",Ariana Grande,borderline,Sweetener,Ariana Grande,"[""hip_hop-rap"", ""blues-r&b-soul""]"
"76c94576-5497-4ed3-bbaa-ca6646bd9579","50 Cent",In My Hood,The Massacre,"50 Cent","[""hip_hop-rap""]"
"775290ba-0c56-480d-8718-91b39ffa13db",Ariana Grande,the light is coming,Sweetener,Ariana Grande,"[""hip_hop-rap""]"
"77ba5920-cdb9-4ce5-8b21-7a1223826d71","50 Cent",Ryder Music,The Massacre,"50 Cent","[""hip_hop-rap"", ""opera-musical-theater-soundtrack-vocal-a_cappella""]"
"77ee4772-5364-4cbf-ad40-05a9493f3536",Shawn Mendes,Perfectly Wrong,Shawn Mendes,Shawn Mendes,"[""hip_hop-rap"", ""pop""]"
"7814664e-6d1a-44d8-b07a-ea9bf34184f2",Justin Bieber,Ghost,Justice,Justin Bieber,"[""pop"", ""electronic-funk-disco-dance""]"
"78f2e3a2-0fc3-45b9-9cc8-dbdc53e7c1c3",Kendrick Lamar,Mortal Man,To Pimp a Butterfly,Kendrick Lamar,"[""hip_hop-rap""]"
"791ff154-6223-46d7-a9de-1512e048c747",Billy Joel,Until the Night,"52nd Street",Billy Joel,"[""rock-metal-psychedelic""]"
"7997158e-502e-40db-84fd-70749422c4cc","50 Cent",Heat,Get Rich or Die Tryin’,"50 Cent","[""hip_hop-rap""]"
aff59d3f-6268-404e-a5ed-e8a4075ec327,Tdf,One For Me,CULTURE,tdf,"[""others""]"
"814f3f62-db19-469d-a96b-12f4a1b0adc3",Tdf,Water,CULTURE,tdf,"[""others""]"
"4c033145-1534-4c18-a6e6-de35590f0d8f",Tdf,Late Night Drinks,CULTURE,tdf,"[""others""]"
"79f88c7c-d07c-44df-9c81-75a7996501f2",Kacey Musgraves,Wonder Woman,Golden Hour,Kacey Musgraves,"[""folk-classical-country-jazz"", ""pop""]"
"05e5ca93-eb60-491b-9669-8bac0307d52d",Sabrina Carpenter,Espresso,Short n' Sweet,Sabrina Carpenter,"[""pop"", ""electronic-funk-disco-dance""]"
"7a020e01-d0f7-47a2-9830-83d6222bb504",Camila Cabello,Should've Said It,Romance,Camila Cabello,"[""pop"", ""blues-r&b-soul""]"
"7a1750af-8601-46e4-a9b0-bd107748a9d9",Kacey Musgraves,High Horse,Golden Hour,Kacey Musgraves,"[""folk-classical-country-jazz"", ""pop"", ""electronic-funk-disco-dance""]"
"7a303a01-c19c-48e0-a1eb-5572068c65ae",Maroon 5,Through with You,Songs About Jane,Maroon 5,"[""rock-metal-psychedelic"", ""pop""]"
"7a394f0d-caeb-4e1c-b96e-b7e9f566bd5c",Travis Scott,SKELETONS,ASTROWORLD,Travis Scott,"[""hip_hop-rap""]"
"7a68ab7b-a148-4917-882d-dea45d3de0a4",Travis Scott,WAKE UP,ASTROWORLD,Travis Scott,"[""hip_hop-rap"", ""blues-r&b-soul""]"
"7a7c3a58-288b-4725-93af-3b0b4fcd3870",Radiohead,Paranoid Android,OK Computer,Radiohead,"[""rock-metal-psychedelic""]"
"7b01bee3-dd37-4221-8535-3792f5e9280e",The Beatles,Within You Without You,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,"[""rock-metal-psychedelic""]"
"7b5f4f0d-fbde-481b-b211-c662a835e455",Travis Scott,I KNOW ?,UTOPIA,Travis Scott,"[""hip_hop-rap""]"
"7bfc4634-f33b-49ee-8c5d-2afbd7e39b86","50 Cent",Gunz Come Out,The Massacre,"50 Cent","[""hip_hop-rap""]"
"72fb78ed-9c33-4cb5-9974-03b225622f48",Tdf,Face Card,CULTURE,tdf,"[""others""]"
"7c56b21f-17d5-43a3-a698-14373c1f302d",The Beatles,Chains,Please Please Me,The Beatles,"[""rock-metal-psychedelic"", ""pop""]"
